text,source,label,tokens,lda_topic
"• 
280 people were killed in drink drive accidents in 2012, an increase of around 17 per 
cent compared with 2011 and accounting for 16 per cent of all road deaths in Great 
Britain (10). 
Staying in control 
Drinking within the lower risk guidelines will help you keep your drinking under control. 
Here are three ways you can cut back: 
1. Give alcohol-free days a go. If you drink regularly, your body starts to build up a tolerance 
to alcohol. This is one of the main reasons why many medical experts recommend taking 
regular days off from drinking to ensure you don't become addicted to alcohol. Test out 
having a break for yourself and see what positive results you notice. 
2. Stress less. Some people drink alcohol to relax, but in reality alcohol can make you feel 
even more stressed out. Try not to make alcohol key to your after work wind down, and 
consider some alternative stress-busters like hitting the gym or having a hot bath.",alcohol,alcohol_0,"['people', 'killed', 'drink', 'drive', 'accidents', 'increase', 'around', 'per', 'cent', 'compared', 'accounting', 'per', 'cent', 'road', 'deaths', 'great', 'britain', 'staying', 'control', 'drinking', 'within', 'lower', 'risk', 'guidelines', 'help', 'keep', 'drinking', 'control', 'three', 'ways', 'cut', 'back', 'give', 'days', 'go', 'drink', 'regularly', 'body', 'starts', 'build', 'tolerance', 'alcohol', 'one', 'main', 'reasons', 'many', 'medical', 'experts', 'recommend', 'taking', 'regular', 'days', 'drinking', 'ensure', 'become', 'addicted', 'alcohol', 'test', 'break', 'see', 'positive', 'results', 'notice', 'stress', 'less', 'people', 'drink', 'alcohol', 'relax', 'reality', 'alcohol', 'make', 'feel', 'even', 'stressed', 'try', 'make', 'alcohol', 'key', 'work', 'wind', 'consider', 'alternative', 'like', 'hitting', 'gym', 'hot', 'bath']",3
"• 
reduce your ability to perceive what is happening around you",alcohol,alcohol_0,"['reduce', 'ability', 'perceive', 'happening', 'around']",0
"Conclusion 
From the review of the data it can be seen that alcohol plays a major role in RTFs. The cases 
of DUI, where venous blood is drawn and analyzed, can be thought of as those who have just 
missed being a RTF.",alcohol,alcohol_1,"['conclusion', 'review', 'data', 'seen', 'alcohol', 'plays', 'major', 'role', 'rtfs', 'cases', 'dui', 'venous', 'blood', 'drawn', 'analyzed', 'thought', 'missed', 'rtf']",3
"they would flee the scene and return, or give up, later.",alcohol,alcohol_0,"['would', 'flee', 'scene', 'return', 'give', 'later']",3
"• 
Promptly taking away the driver's licenses of people who drive while intoxicated.10",alcohol,alcohol_0,"['promptly', 'taking', 'away', 'driver', 'licenses', 'people', 'drive']",3
"In 2011 there were 27 sudden deaths that included RTFs and 23 suspected DUI cases. Due to 
the closure of the lab at the end of 2010, some of the 2011 cases were sent overseas; therefore 
the results are not represented in this study.   However, cases received during the latter part of 
2011 were analysed in the lab which resulted in four having alcohol present in their system 
and were all male.",alcohol,alcohol_1,"['sudden', 'deaths', 'included', 'rtfs', 'suspected', 'dui', 'cases', 'due', 'closure', 'lab', 'end', 'cases', 'sent', 'overseas', 'therefore', 'results', 'represented', 'study', 'however', 'cases', 'received', 'latter', 'part', 'analysed', 'lab', 'resulted', 'four', 'alcohol', 'present', 'system', 'male']",3
"“Alcohol is the most commonly used substance among Bermuda’s residents. Its use and 
misuse are widely documented in local research among youths, college-age students, and the 
adult population. For many residents, alcohol has become engrained in the social fabric. The 
environment in Bermuda is such that alcohol is easily accessible, affordable, and readily 
available to all residents; even those yet to reach the legal age of consumption (18 years).",alcohol,alcohol_1,"['alcohol', 'commonly', 'used', 'substance', 'among', 'bermuda', 'residents', 'use', 'misuse', 'widely', 'documented', 'local', 'research', 'among', 'youths', 'students', 'adult', 'population', 'many', 'residents', 'alcohol', 'become', 'engrained', 'social', 'fabric', 'environment', 'bermuda', 'alcohol', 'easily', 'accessible', 'affordable', 'readily', 'available', 'residents', 'even', 'yet', 'reach', 'legal', 'age', 'consumption', 'years']",3
"• 
If you have been drinking, get a ride home or call a taxi.",alcohol,alcohol_0,"['drinking', 'get', 'ride', 'home', 'call', 'taxi']",1
"• 
make us lose concentration and feel drowsy. 
3. More young men die from drink driving than any other group of people 
Since 1979, when detailed reporting began, there has been an almost six-fold reduction in the 
number killed in drink drive accidents and a similar drop in seriously injured casualties (1). 
That’s the good news. 
The bad news is that drink drive accidents still account for 16% of all road deaths in 
Britain (2). 
For drivers, alcohol can:",alcohol,alcohol_0,"['make', 'us', 'lose', 'concentration', 'feel', 'drowsy', 'young', 'men', 'die', 'drink', 'driving', 'group', 'people', 'since', 'detailed', 'reporting', 'began', 'almost', 'reduction', 'number', 'killed', 'drink', 'drive', 'accidents', 'similar', 'drop', 'seriously', 'injured', 'casualties', 'good', 'news', 'bad', 'news', 'drink', 'drive', 'accidents', 'still', 'account', 'road', 'deaths', 'britain', 'drivers', 'alcohol']",3
"3. Know what you’re buying. Check out the ABV on a bottle of wine before you buy it. 
ABV stands for Alcohol by Volume, which is the percentage of the drink that is pure alcohol. 
It’s not uncommon for a bottle of wine to be verging on 15% ABV, which could easily push 
you over the daily guidelines if you drink more than one glass. Producers are increasingly 
introducing 10% or lower ABV wines that are as palatable as their stronger counterparts. 
Look out for them when you’re next buying a bottle. 
3- http://www.ibtimes.com/us-traffic-fatalities-slightly-2012-alcohol-related-mayhem-rises-5-
percent-according-latest-data 
US Traffic Fatalities Up Slightly In 2012 As Alcohol-Related Mayhem Rises 5 Percent, 
According To The Latest Data 
By Angelo Young",alcohol,alcohol_0,"['know', 'buying', 'check', 'abv', 'bottle', 'wine', 'buy', 'abv', 'stands', 'alcohol', 'volume', 'percentage', 'drink', 'pure', 'alcohol', 'uncommon', 'bottle', 'wine', 'verging', 'abv', 'could', 'easily', 'push', 'daily', 'guidelines', 'drink', 'one', 'glass', 'producers', 'increasingly', 'introducing', 'lower', 'abv', 'wines', 'palatable', 'stronger', 'counterparts', 'look', 'next', 'buying', 'bottle', 'http', 'us', 'traffic', 'fatalities', 'slightly', 'mayhem', 'rises', 'percent', 'according', 'latest', 'data', 'angelo', 'young']",3
"“This study allows us to acknowledge the social and health impact of alcohol and provides 
evidence to challenge the common perception that this legal, socially accepted drug is 
harmless,” she said. “Consequences of irresponsible or excessive use are clearly very 
significant and should not be ignored.” 
The Department for National Drug Control said, “Alcohol is the most commonly used 
substance among Bermuda’s residents. Its use and misuse are widely documented in local 
research among youths, college-age students, and the adult population. For many residents, 
alcohol has become engrained in the social fabric. The environment in Bermuda is such that 
alcohol is easily accessible, affordable, and readily available to all residents; even those yet to 
reach the legal age of consumption [18 years].",alcohol,alcohol_1,"['study', 'allows', 'us', 'acknowledge', 'social', 'health', 'impact', 'alcohol', 'provides', 'evidence', 'challenge', 'common', 'perception', 'legal', 'socially', 'accepted', 'drug', 'harmless', 'said', 'consequences', 'irresponsible', 'excessive', 'use', 'clearly', 'significant', 'department', 'national', 'drug', 'control', 'said', 'alcohol', 'commonly', 'used', 'substance', 'among', 'bermuda', 'residents', 'use', 'misuse', 'widely', 'documented', 'local', 'research', 'among', 'youths', 'students', 'adult', 'population', 'many', 'residents', 'alcohol', 'become', 'engrained', 'social', 'fabric', 'environment', 'bermuda', 'alcohol', 'easily', 'accessible', 'affordable', 'readily', 'available', 'residents', 'even', 'yet', 'reach', 'legal', 'age', 'consumption', 'years']",3
"• 
Requiring mandatory substance abuse assessment and treatment, if needed, for DWI 
offenders.16",alcohol,alcohol_1,"['requiring', 'mandatory', 'substance', 'abuse', 'assessment', 'treatment', 'needed', 'dwi']",2
"• 
Drivers with prior driving while impaired (DWI) convictions: 
o 
Drivers with a BAC of 0.08% or higher involved in fatal crashes were four 
times more likely to have a prior conviction for DWI than were drivers with no alcohol 
in their system? (8% and 2%, respectively).1 
A Closer Look",alcohol,alcohol_0,"['drivers', 'prior', 'driving', 'impaired', 'dwi', 'convictions', 'drivers', 'bac', 'higher', 'involved', 'fatal', 'crashes', 'four', 'times', 'likely', 'prior', 'conviction', 'dwi', 'drivers', 'alcohol', 'system', 'respectively', 'closer', 'look']",2
"• 
Several NIH-supported studies demonstrated that comprehensive, community-based 
intervention programs can further reduce traffic deaths and other alcohol-related harm 
beyond that achieved through age 21 drinking laws. 
TOMORROW",alcohol,alcohol_0,"['several', 'studies', 'demonstrated', 'comprehensive', 'intervention', 'programs', 'reduce', 'traffic', 'deaths', 'harm', 'beyond', 'achieved', 'age', 'drinking', 'laws', 'tomorrow']",1
"“DUI and excessive or frequent alcohol consumption is making a significant adverse impact 
on families and in communities. The data speaks for itself.”",alcohol,alcohol_1,"['dui', 'excessive', 'frequent', 'alcohol', 'consumption', 'making', 'significant', 'adverse', 'impact', 'families', 'communities', 'data', 'speaks']",3
"The Effects of Alcohol 
Alcohol is a depressant that slows down your brain and body. Your speech gets slurred, your 
vision gets blurry, you get dizzy and lose your balance, and you feel disoriented and 
confused. In that state, not even Superman could drive a car. 
Drinking and Driving Kills 
Even though drinking and driving is a crime, thousands of people continue to get behind the 
wheel - and kill thousands of innocent people in alcohol-related crashes every year. That's 
about one person every 30 minutes in the United States. 
Teens and Alcohol 
The legal drinking age in the US is 21, but nearly 80% of high school students have 
admitted to trying alcohol. With drinking and driving being the number one killer of young 
people,if someone you know has a problem find out what you can do to help put a stop to 
underage drinking and driving.",alcohol,alcohol_0,"['effects', 'alcohol', 'alcohol', 'depressant', 'slows', 'brain', 'body', 'speech', 'gets', 'slurred', 'vision', 'gets', 'blurry', 'get', 'dizzy', 'lose', 'balance', 'feel', 'disoriented', 'confused', 'state', 'even', 'superman', 'could', 'drive', 'car', 'drinking', 'driving', 'kills', 'even', 'though', 'drinking', 'driving', 'crime', 'thousands', 'people', 'continue', 'get', 'behind', 'wheel', 'kill', 'thousands', 'innocent', 'people', 'crashes', 'every', 'year', 'one', 'person', 'every', 'minutes', 'united', 'states', 'teens', 'alcohol', 'legal', 'drinking', 'age', 'us', 'nearly', 'high', 'school', 'students', 'admitted', 'trying', 'alcohol', 'drinking', 'driving', 'number', 'one', 'killer', 'young', 'people', 'someone', 'know', 'problem', 'find', 'help', 'put', 'stop', 'underage', 'drinking', 'driving']",1
"• 
Indeed, the evidence now suggests a need to target prevention efforts to young people. 
Analyses by NIH scientists indicate that over 70% of people in crashes caused by 
alcohol met alcohol dependence criteria, but most have never been arrested or received 
treatment.",alcohol,alcohol_1,"['indeed', 'evidence', 'suggests', 'need', 'target', 'prevention', 'efforts', 'young', 'people', 'analyses', 'nih', 'scientists', 'indicate', 'people', 'crashes', 'caused', 'alcohol', 'met', 'alcohol', 'dependence', 'criteria', 'never', 'arrested', 'received', 'treatment']",2
"including opioids, benzodiazepenes, and so-called 'Z-drugs' (sedatives/sleep aids) such as 
Ambien. Case samples (N = 2490) were collected from severely injured drivers in selected 
hospitals in six European countries. Cases were matched against nearly 16,000 randomly 
stopped controls. Odds rations were adjusted for age, gender and country. 
Investigators reported: ""The highest risk of the driver being severely injured was associated 
with driving positive for high concentrations of alcohol (≥0.8 g/L), alone or in combination 
with other psychoactive substances. ...The second most risky category contained various drug-
drug combinations, amphetamines and medicinal opioids. Medium increased risk was 
associated with medium sized BACs (at or above 0.5 g/L, below 0.8 g/L) and 
benzoylecgonine. The least risky drug seemed to be cannabis and benzodiazepines and Z-
drugs."" 
Specifically, drivers with concentrations of alcohol in their blood possessed an elevated risk 
of accident that was nearly 10 times more than that of sober drivers. Subjects who tested 
positive for blood/alcohol concentrations between .08 and 1.2 possessed an elevated risk that 
was more than 16 times that of sober drivers, while drivers with concentrations above 1.2 
possessed an elevated risk that was nearly 80 times higher. By contrast, “The driver injury 
risk estimated with driving positive for cannabis was just above one.” Drivers who tested 
positive for the presence of legal medicines possessed an elevated risk that was nearly twice 
that of cannabis.",alcohol,alcohol_0,"['including', 'opioids', 'benzodiazepenes', 'aids', 'ambien', 'case', 'samples', 'n', 'collected', 'severely', 'injured', 'drivers', 'selected', 'hospitals', 'six', 'european', 'countries', 'cases', 'matched', 'nearly', 'randomly', 'stopped', 'controls', 'odds', 'rations', 'adjusted', 'age', 'gender', 'country', 'investigators', 'reported', 'highest', 'risk', 'driver', 'severely', 'injured', 'associated', 'driving', 'positive', 'high', 'concentrations', 'alcohol', 'alone', 'combination', 'psychoactive', 'substances', 'second', 'risky', 'category', 'contained', 'various', 'drug', 'combinations', 'amphetamines', 'medicinal', 'opioids', 'medium', 'increased', 'risk', 'associated', 'medium', 'sized', 'bacs', 'benzoylecgonine', 'least', 'risky', 'drug', 'seemed', 'cannabis', 'benzodiazepines', 'drugs', 'specifically', 'drivers', 'concentrations', 'alcohol', 'blood', 'possessed', 'elevated', 'risk', 'accident', 'nearly', 'times', 'sober', 'drivers', 'subjects', 'tested', 'positive', 'concentrations', 'possessed', 'elevated', 'risk', 'times', 'sober', 'drivers', 'drivers', 'concentrations', 'possessed', 'elevated', 'risk', 'nearly', 'times', 'higher', 'contrast', 'driver', 'injury', 'risk', 'estimated', 'driving', 'positive', 'cannabis', 'drivers', 'tested', 'positive', 'presence', 'legal', 'medicines', 'possessed', 'elevated', 'risk', 'nearly', 'twice', 'cannabis']",2
